"# Weather station Nairobi (airport), Kenya, WMO_ID=63740,selection from 01.01.2016 till 31.12.2016, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=63740&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Nairobi (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.09.2016 09:00,17.2,,,,84,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,15.0,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,20.0,14.5,,,,,,
25.09.2016 03:00,15.4,,,,89,Wind blowing from the north-east,3,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.5,,,,,,
24.09.2016 21:00,20.6,,,,60,Wind blowing from the east,3,,,60%., ,,,,27.7,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,12.6,,,,,,
24.09.2016 15:00,26.4,,,,42,Wind blowing from the north-east,4,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25.0,12.4,,,,,,
24.09.2016 09:00,18.5,,,,83,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%", ,,,15.2,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,30.0,15.5,,,,,,
24.09.2016 03:00,16.7,,,,83,Wind blowing from the north-east,3,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,30.0,13.7,,,,,,
23.09.2016 21:00,20.7,,,,60,Wind blowing from the east,7,,,"10%  or less, but not 0", ,,,,28.9,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.7,,,,,,
23.09.2016 15:00,28.0,,,,33,Wind blowing from the east-northeast,5,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,10.1,,,,,,
23.09.2016 09:00,17.5,,,,76,variable wind direction,1,,,60%., ,,,13.2,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.2,,,,,,
23.09.2016 03:00,13.5,,,,90,variable wind direction,1,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,11.9,,,,,,
22.09.2016 21:00,19.1,,,,59,Wind blowing from the east,5,,,"10%  or less, but not 0", ,,,,26.6,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,10.8,,,,,,
22.09.2016 15:00,25.1,,,,44,Wind blowing from the north-east,5,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,11.8,,,,,,
22.09.2016 09:00,17.0,,,,71,Wind blowing from the south,3,,,50%., ,,,12.1,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,11.7,,,,,,
22.09.2016 03:00,14.8,,,,80,variable wind direction,1,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,20.0,11.3,,,,,,
21.09.2016 21:00,19.7,,,,59,Wind blowing from the north-east,5,,,"90  or more, but not 100%", ,,,,24.7,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,,,20.0,11.5,,,,,,
21.09.2016 15:00,23.7,,,,47,Wind blowing from the north-east,5,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,11.8,,,,,,
21.09.2016 09:00,15.0,,,,81,Wind blowing from the south,3,,,"90  or more, but not 100%", ,,,12.0,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,15.0,11.7,,,,,,
21.09.2016 03:00,13.0,,,,87,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,20.0,10.8,,,,,,
20.09.2016 21:00,18.0,,,,57,Wind blowing from the north-east,5,,,no clouds, ,,,,25.7,,,,,,20.0,9.3,,,,,,
20.09.2016 15:00,24.4,,,,42,Wind blowing from the east-northeast,1,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25.0,10.7,,,,,,
20.09.2016 09:00,16.2,,,,73,Wind blowing from the south,4,,,"90  or more, but not 100%", ,,,13.4,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,Altocumulus translucidus at a single level.,,20.0,11.3,,,,,,
20.09.2016 03:00,13.7,,,,88,Wind blowing from the north-east,3,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,20.0,11.7,,,,,,
19.09.2016 21:00,20.4,,,,63,Wind blowing from the east,3,,,70 – 80%., ,,,,25.2,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,20.0,13.1,,,,,,
19.09.2016 15:00,24.8,,,,45,Wind blowing from the south-southeast,6,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",25.0,12.0,,,,,,
19.09.2016 09:00,15.7,,,,82,Wind blowing from the south-southwest,4,,,"90  or more, but not 100%", ,,,13.5,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,20.0,12.7,,,,,,
19.09.2016 03:00,14.0,,,,90,Wind blowing from the north-northeast,4,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,300-600,,,20.0,12.4,,,,,,
18.09.2016 21:00,20.7,,,,59,Wind blowing from the east-northeast,5,,,50%., ,,,,29.5,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,12.3,,,,,,
18.09.2016 15:00,27.8,,,,34,Wind blowing from the south-east,6,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,10.7,,,,,,
18.09.2016 09:00,18.2,,,,74,Wind blowing from the south-southwest,3,,,"10%  or less, but not 0", ,,,10.4,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.5,Trace of precipitation,24,,,,
18.09.2016 03:00,13.3,,,,94,Wind blowing from the north-northeast,2,,,no clouds, ,,,,,,,,,,30.0,12.4,,,,,,
17.09.2016 21:00,21.4,,,,50,Wind blowing from the east-northeast,8,,,70 – 80%., ,,,,29.6,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,600-1000,,,30.0,10.4,Trace of precipitation,12,,,,
17.09.2016 15:00,29.7,,,,35,Wind blowing from the east,4,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.7,,,,,,
17.09.2016 09:00,18.3,,,,74,Wind blowing from the south,4,,,"10%  or less, but not 0", ,,,10.0,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.5,,,,,,
17.09.2016 03:00,13.6,,,,90,Wind blowing from the north,1,,,no clouds, ,,,,,,,,,,30.0,12.0,,,,,,
16.09.2016 21:00,20.2,,,,58,Wind blowing from the east-northeast,5,,,"90  or more, but not 100%", ,,,,27.5,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,30.0,11.7,,,,,,
16.09.2016 15:00,26.7,,,,42,Wind blowing from the north-east,3,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",600-1000,,,30.0,12.8,,,,,,
16.09.2016 09:00,18.4,,,,68,Wind blowing from the south,3,,,"10%  or less, but not 0", ,,,11.4,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.4,,,,,,
16.09.2016 03:00,13.8,,,,84,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,30.0,11.1,,,,,,
15.09.2016 21:00,20.4,,,,53,Wind blowing from the east,5,,,60%., ,,,,27.4,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,10.4,,,,,,
15.09.2016 15:00,26.8,,,,43,Wind blowing from the north-east,4,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.1,,,,,,
15.09.2016 09:00,17.4,,,,79,Wind blowing from the south-east,3,,,"90  or more, but not 100%", ,,,15.5,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,,,30.0,13.6,,,,,,
15.09.2016 03:00,16.1,,,,84,Wind blowing from the south-southeast,2,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,20.0,13.4,,,,,,
14.09.2016 21:00,17.8,,,,76,Wind blowing from the east-northeast,4,,,70 – 80%., ,,,,25.8,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,,,20.0,13.4,,,,,,
14.09.2016 15:00,25.2,,,,49,Wind blowing from the south-southeast,4,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.6,,,,,,
14.09.2016 09:00,17.2,,,,74,variable wind direction,1,,,"90  or more, but not 100%", ,,,14.5,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,20.0,12.5,,,,,,
14.09.2016 03:00,15.7,,,,86,Wind blowing from the east-northeast,2,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,30.0,13.3,,,,,,
13.09.2016 21:00,20.0,,,,59,Wind blowing from the east,8,,,70 – 80%., ,,,,28.0,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,,30.0,11.8,,,,,,
13.09.2016 15:00,26.0,,,,41,Wind blowing from the east,4,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,11.8,,,,,,
13.09.2016 09:00,16.4,,,,76,Wind blowing from the south-west,3,,,"10%  or less, but not 0", ,,,9.8,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.1,,,,,,
13.09.2016 03:00,13.3,,,,90,variable wind direction,1,,,no clouds, ,,,,,,,,,,20.0,11.7,,,,,,
12.09.2016 21:00,21.0,,,,49,Wind blowing from the east,5,,,60%., ,,,,27.0,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,9.7,,,,,,
12.09.2016 15:00,25.7,,,,36,Wind blowing from the east-southeast,3,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",30.0,9.6,,,,,,
12.09.2016 09:00,17.0,,,,71,Wind blowing from the south,3,,,"90  or more, but not 100%", ,,,9.7,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",25.0,11.6,,,,,,
12.09.2016 03:00,11.2,,,,85,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,30.0,8.7,,,,,,
11.09.2016 03:00,15.4,,,,91,Wind blowing from the north-east,3,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,"Altocumulus of a chaotic sky, generally at several levels.",,20.0,13.9,,,,,,
10.09.2016 21:00,19.4,,,,67,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,,27.1,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,25.0,13.0,,,,,,
10.09.2016 15:00,26.3,,,,33,Wind blowing from the east,4,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,8.9,,,,,,
10.09.2016 09:00,17.5,,,,66,Wind blowing from the east-southeast,3,,,40%., ,,,11.2,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,11.0,,,,,,
10.09.2016 03:00,13.5,,,,85,Wind blowing from the north,3,,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,11.0,,,,,,
09.09.2016 21:00,18.4,,,,59,Wind blowing from the east,3,,,"10%  or less, but not 0", ,,,,27.3,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,10.1,,,,,,
09.09.2016 15:00,26.5,,,,31,Wind blowing from the east,6,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,8.0,,,,,,
09.09.2016 09:00,14.3,,,,87,Wind blowing from the north-east,2,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,10.8,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,30.0,12.2,Trace of precipitation,24,,,,
09.09.2016 03:00,12.9,,,,89,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,30.0,11.1,,,,,,
08.09.2016 21:00,19.4,,,,52,Wind blowing from the east,4,,,"10%  or less, but not 0", ,,,,27.7,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,9.1,,,,,,
08.09.2016 15:00,27.2,,,,33,Wind blowing from the south-southeast,3,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,9.6,,,,,,
08.09.2016 09:00,15.6,,,,79,Wind blowing from the south,3,,,"90  or more, but not 100%", ,,,11.4,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,30.0,12.0,,,,,,
08.09.2016 03:00,13.3,,,,90,Wind blowing from the west-southwest,2,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,11.6,,,,,,
07.09.2016 21:00,17.1,,,,72,Wind blowing from the east,2,,,"10%  or less, but not 0", ,,,,25.0,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,11.9,,,,,,
07.09.2016 15:00,23.7,,,,47,Wind blowing from the south-southwest,3,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,11.8,,,,,,
07.09.2016 09:00,16.0,,,,81,Wind blowing from the east,2,,,"90  or more, but not 100%", ,,,10.0,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,25.0,12.8,,,,,,
07.09.2016 03:00,12.8,,,,94,Wind blowing from the west-southwest,4,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,200-300,,,25.0,11.9,,,,,,
06.09.2016 21:00,16.8,,,,71,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,,23.6,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,,30.0,11.5,,,,,,
06.09.2016 15:00,22.6,,,,54,Wind blowing from the north-east,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,,,30.0,12.8,,,,,,
